CashRegisterName,DeletedWithWriteoff,DishAmountInt,DishDiscountSumInt,DishId,DishName,DishReturnSum,DishSize.ShortName,DishSumInt,GroupOrderId,GuestNum,OpenTime,OrderDeleted,OrderNum,OrderType,PayTypes,ProductCostBase.ProductCost,SourceOrderId,Storned,UniqOrderId.Id,WaiterName
ИП Подмена,DELETED_WITHOUT_WRITEOFF,1,,c8455518-52f4-edf7-018f-3e5988312458,Чай Малина-мята,,,260,d030b207-2669-4502-a213-b43275824ccc,0.5,2025-09-01T12:48:17,NOT_DELETED,121,,ИП Сбер,,,FALSE,d030b207-2669-4502-a213-b43275824ccc,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,,ab28e7b8-a038-400e-ad7c-3ae1dc2cb432,- 2 чашки,,,,d030b207-2669-4502-a213-b43275824ccc,0.5,2025-09-01T12:48:17,NOT_DELETED,122,,ООО Сбер,,,FALSE,893a3357-2002-4b22-8326-c90f3916c4cb,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,230,c8455518-52f4-edf7-018f-3e5988312459,Чай черный Кения,,,230,d030b207-2669-4502-a213-b43275824ccc,0.5,2025-09-01T12:48:17,NOT_DELETED,122,,ООО Сбер,23.72,,FALSE,893a3357-2002-4b22-8326-c90f3916c4cb,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,2,560,c8455518-52f4-edf7-018f-3e5988312476,Молочный коктейль,,,560,d030b207-2669-4502-a213-b43275824ccc,0.5,2025-09-01T12:48:17,NOT_DELETED,122,,ООО Сбер,163.03,,FALSE,893a3357-2002-4b22-8326-c90f3916c4cb,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,,c8455518-52f4-edf7-018f-3e59883123c7,"Пицца ""Грибы и ветчина""",,,650,c7ea7ea6-147f-4fc4-b00c-001b9d49e345,1,2025-09-01T13:43:57,NOT_DELETED,123,Доставка курьером,Наличные,137.845,,FALSE,c7ea7ea6-147f-4fc4-b00c-001b9d49e345,Анастасия Копоть
ИП Подмена,NOT_DELETED,1,840,c8455518-52f4-edf7-018f-3e59883123c8,"Пицца ""Сырная""",,,690,c7ea7ea6-147f-4fc4-b00c-001b9d49e345,1,2025-09-01T13:43:57,NOT_DELETED,123,Доставка курьером,Наличные,174.91833333333332,,FALSE,c7ea7ea6-147f-4fc4-b00c-001b9d49e345,Анастасия Копоть
ИП Подмена,NOT_DELETED,1,30,5dabc84c-3a0e-44bb-b2ee-7116b94dd0ff,- барбекю,,,30,d72efa36-1781-480e-801e-103e5b6d96c8,1,2025-09-01T12:24:09,NOT_DELETED,124,,ИП Сбер,15.86,,FALSE,d72efa36-1781-480e-801e-103e5b6d96c8,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,30,b2ba8b91-9b99-4b0b-88f0-8ae5c1f28119,- сырный,,,30,d72efa36-1781-480e-801e-103e5b6d96c8,1,2025-09-01T12:24:09,NOT_DELETED,124,,ИП Сбер,20.018461538461537,,FALSE,d72efa36-1781-480e-801e-103e5b6d96c8,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,460,c8455518-52f4-edf7-018f-3e59883123e0,"Запеченный ролл ""Дели""",,,460,d72efa36-1781-480e-801e-103e5b6d96c8,1,2025-09-01T12:24:09,NOT_DELETED,124,,ИП Сбер,72.28,,FALSE,d72efa36-1781-480e-801e-103e5b6d96c8,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,560,c8455518-52f4-edf7-018f-3e59883123e2,"Жареный ролл ""Аллигатор""",,,560,d72efa36-1781-480e-801e-103e5b6d96c8,1,2025-09-01T12:24:09,NOT_DELETED,124,,ИП Сбер,136.33,,FALSE,d72efa36-1781-480e-801e-103e5b6d96c8,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,490,c8455518-52f4-edf7-018f-3e59883123e3,"Жареный ролл ""Барбекю""",,,490,d72efa36-1781-480e-801e-103e5b6d96c8,1,2025-09-01T12:24:09,NOT_DELETED,124,,ИП Сбер,101.635,,FALSE,d72efa36-1781-480e-801e-103e5b6d96c8,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,580,c8455518-52f4-edf7-018f-3e59883123f8,Картошка фри,,,580,d72efa36-1781-480e-801e-103e5b6d96c8,1,2025-09-01T12:24:09,NOT_DELETED,124,,ИП Сбер,91.14424242424242,,FALSE,d72efa36-1781-480e-801e-103e5b6d96c8,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,1000,7cb9be93-56c2-4367-a737-a3bb496318ea,Лонг-Айленд,,,1000,d72efa36-1781-480e-801e-103e5b6d96c8,1,2025-09-01T12:24:09,NOT_DELETED,125,,ООО Сбер,281.985,,FALSE,c0ad1f17-2536-4698-a639-ee936acf9082,Анастасия Копоть
ООО ПОДМЕНА,NOT_DELETED,1,100,c8455518-52f4-edf7-018f-3e598831246d,"Морс 0,3л",,,100,d72efa36-1781-480e-801e-103e5b6d96c8,1,2025-09-01T12:24:09,NOT_DELETED,125,,ООО Сбер,,,FALSE,c0ad1f17-2536-4698-a639-ee936acf9082,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,190,c8455518-52f4-edf7-018f-3e598831246e,Кока-кола,,,190,d72efa36-1781-480e-801e-103e5b6d96c8,1,2025-09-01T12:24:09,NOT_DELETED,125,,ООО Сбер,63.985,,FALSE,c0ad1f17-2536-4698-a639-ee936acf9082,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,650,c8455518-52f4-edf7-018f-3e59883123c7,"Пицца ""Грибы и ветчина""",,,650,f0c73d60-fc28-4f7c-a196-037e3cbefca1,1,2025-09-01T13:01:23,NOT_DELETED,127,,ИП Сбер,137.845,,FALSE,f0c73d60-fc28-4f7c-a196-037e3cbefca1,Бричкин Иван
ИП Подмена,NOT_DELETED,1,550,c8455518-52f4-edf7-018f-3e59883123d7,"Ролл ""Калифорния""",,,550,f0c73d60-fc28-4f7c-a196-037e3cbefca1,1,2025-09-01T13:01:23,NOT_DELETED,127,,ИП Сбер,110.065625,,FALSE,f0c73d60-fc28-4f7c-a196-037e3cbefca1,Бричкин Иван
ИП Подмена,NOT_DELETED,1,560,c8455518-52f4-edf7-018f-3e59883123db,"Ролл ""Филадельфия""",,,560,f0c73d60-fc28-4f7c-a196-037e3cbefca1,1,2025-09-01T13:01:23,NOT_DELETED,127,,ИП Сбер,250.416,,FALSE,f0c73d60-fc28-4f7c-a196-037e3cbefca1,Бричкин Иван
ООО ПОДМЕНА,NOT_DELETED,1,,14a928d9-b13f-4a7b-93a8-dcc5f7b9efc1,- классическое молоко 150 мл,,,,f0c73d60-fc28-4f7c-a196-037e3cbefca1,1,2025-09-01T13:01:23,NOT_DELETED,128,,ООО Сбер,16.963658536585367,,FALSE,e98bb873-e39d-4859-889d-9a19cd359af3,Бричкин Иван
ООО ПОДМЕНА,NOT_DELETED,1,50,176977f7-81f7-4031-aa9d-94fa828ac879,- лесной орех,,,50,f0c73d60-fc28-4f7c-a196-037e3cbefca1,1,2025-09-01T13:01:23,NOT_DELETED,128,,ООО Сбер,18.25,,FALSE,e98bb873-e39d-4859-889d-9a19cd359af3,Бричкин Иван
ООО ПОДМЕНА,NOT_DELETED,1,,bd68ad14-7b82-4403-b103-91aa1d2d07d7,- без корицы,,,,f0c73d60-fc28-4f7c-a196-037e3cbefca1,1,2025-09-01T13:01:23,NOT_DELETED,128,,ООО Сбер,,,FALSE,e98bb873-e39d-4859-889d-9a19cd359af3,Бричкин Иван
ООО ПОДМЕНА,NOT_DELETED,1,230,c8455518-52f4-edf7-018f-3e5988312447,"Американо на молоке, стандарт - 0,2",,,230,f0c73d60-fc28-4f7c-a196-037e3cbefca1,1,2025-09-01T13:01:23,NOT_DELETED,128,,ООО Сбер,23.65,,FALSE,e98bb873-e39d-4859-889d-9a19cd359af3,Бричкин Иван
ООО ПОДМЕНА,NOT_DELETED,1,230,c8455518-52f4-edf7-018f-3e598831247c,"Коктейль ""Мохито"" б/а",,,230,f0c73d60-fc28-4f7c-a196-037e3cbefca1,1,2025-09-01T13:01:23,NOT_DELETED,128,,ООО Сбер,68.732,,FALSE,e98bb873-e39d-4859-889d-9a19cd359af3,Бричкин Иван
ООО ПОДМЕНА,NOT_DELETED,1,360,c8455518-52f4-edf7-018f-3e59883124a4,Пирожное Морковное,,,360,f0c73d60-fc28-4f7c-a196-037e3cbefca1,1,2025-09-01T13:01:23,NOT_DELETED,128,,ООО Сбер,220,,FALSE,e98bb873-e39d-4859-889d-9a19cd359af3,Бричкин Иван
ИП Подмена,NOT_DELETED,1,550,c8455518-52f4-edf7-018f-3e59883123d7,"Ролл ""Калифорния""",,,550,4b156dc1-360b-401f-b888-d9cb49913bf2,0.5,2025-09-01T13:13:03,NOT_DELETED,131,,ИП Сбер,110.065625,,FALSE,4b156dc1-360b-401f-b888-d9cb49913bf2,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,490,c8455518-52f4-edf7-018f-3e59883123e4,Жареный ролл с крабом,,,490,4b156dc1-360b-401f-b888-d9cb49913bf2,0.5,2025-09-01T13:13:03,NOT_DELETED,131,,ИП Сбер,114.735,,FALSE,4b156dc1-360b-401f-b888-d9cb49913bf2,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,590,c8455518-52f4-edf7-018f-3e59883123ff,Габаджоу,,,590,4b156dc1-360b-401f-b888-d9cb49913bf2,0.5,2025-09-01T13:13:03,NOT_DELETED,131,,ИП Сбер,143.51625,,FALSE,4b156dc1-360b-401f-b888-d9cb49913bf2,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,390,c8455518-52f4-edf7-018f-3e5988312400,Шашлычки из мяса птицы•,,,390,4b156dc1-360b-401f-b888-d9cb49913bf2,0.5,2025-09-01T13:13:03,NOT_DELETED,131,,ИП Сбер,91.1125,,FALSE,4b156dc1-360b-401f-b888-d9cb49913bf2,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,,14a928d9-b13f-4a7b-93a8-dcc5f7b9efc1,- классическое молоко 150 мл,,,,4b156dc1-360b-401f-b888-d9cb49913bf2,0.5,2025-09-01T13:13:03,NOT_DELETED,132,,ООО Сбер,16.963658536585367,,FALSE,02b43b81-abae-41e5-b748-8c51b60b5b5d,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,,ab28e7b8-a038-400e-ad7c-3ae1dc2cb432,- 2 чашки,,,,4b156dc1-360b-401f-b888-d9cb49913bf2,0.5,2025-09-01T13:13:03,NOT_DELETED,132,,ООО Сбер,,,FALSE,02b43b81-abae-41e5-b748-8c51b60b5b5d,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,360,c8455518-52f4-edf7-018f-3e5988312460,Облепиховый чай,,,360,4b156dc1-360b-401f-b888-d9cb49913bf2,0.5,2025-09-01T13:13:03,NOT_DELETED,132,,ООО Сбер,81.90444444444445,,FALSE,02b43b81-abae-41e5-b748-8c51b60b5b5d,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,350,c8455518-52f4-edf7-018f-3e5988312472,Орео,,,350,4b156dc1-360b-401f-b888-d9cb49913bf2,0.5,2025-09-01T13:13:03,NOT_DELETED,132,,ООО Сбер,61.46,,FALSE,02b43b81-abae-41e5-b748-8c51b60b5b5d,Скогорева Екатерина
ИП Подмена,NOT_DELETED,0.233,,7abf6035-4d09-4474-9a2b-831cf5188229,- рис,,,,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,ИП Сбер,26.463333333333335,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Скогорева Екатерина
ИП Подмена,NOT_DELETED,0.767,,7abf6035-4d09-4474-9a2b-831cf5188229,- рис,,,,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,Наличные,26.463333333333335,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Скогорева Екатерина
ИП Подмена,NOT_DELETED,0.233,163.19,c8455518-52f4-edf7-018f-3e59883123d1,"Пицца ""Ассорти""",,,163.19,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,ИП Сбер,,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Анастасия Копоть
ИП Подмена,NOT_DELETED,0.767,536.81,c8455518-52f4-edf7-018f-3e59883123d1,"Пицца ""Ассорти""",,,536.81,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,Наличные,,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Анастасия Копоть
ИП Подмена,NOT_DELETED,0.233,114.23,c8455518-52f4-edf7-018f-3e59883123e3,"Жареный ролл ""Барбекю""",,,114.23,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,ИП Сбер,101.635,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Скогорева Екатерина
ИП Подмена,NOT_DELETED,0.767,375.77,c8455518-52f4-edf7-018f-3e59883123e3,"Жареный ролл ""Барбекю""",,,375.77,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,Наличные,101.635,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Скогорева Екатерина
ИП Подмена,NOT_DELETED,0.233,102.58,c8455518-52f4-edf7-018f-3e59883123f6,Вок с курицей в соусе терияки,,,102.58,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,ИП Сбер,53.93642857142857,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Скогорева Екатерина
ИП Подмена,NOT_DELETED,0.767,337.42,c8455518-52f4-edf7-018f-3e59883123f6,Вок с курицей в соусе терияки,,,337.42,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,Наличные,53.93642857142857,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Скогорева Екатерина
ИП Подмена,NOT_DELETED,0.233,,ccc2eed2-40de-4bdb-a818-bf48ee36a941,- Черепашки-ниндзя,,,,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,ИП Сбер,64.39,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Анастасия Копоть
ИП Подмена,NOT_DELETED,0.767,,ccc2eed2-40de-4bdb-a818-bf48ee36a941,- Черепашки-ниндзя,,,,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,Наличные,64.39,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Анастасия Копоть
ИП Подмена,NOT_DELETED,0.233,,e3361f3a-aaa2-4fdc-9747-c2497fa92e85,- Пепперони,,,,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,ИП Сбер,60.9,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Анастасия Копоть
ИП Подмена,NOT_DELETED,0.767,,e3361f3a-aaa2-4fdc-9747-c2497fa92e85,- Пепперони,,,,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,137,,Наличные,60.9,,FALSE,44c0c8ce-0044-4899-95f8-f896de92ebe5,Анастасия Копоть
ООО ПОДМЕНА,NOT_DELETED,1,,906cd748-0f11-4a38-bb40-45d7668a6cd0,- классическое молоко 170 мл,,,,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,138,,ООО Сбер,36.19,,FALSE,b44f7a95-616b-4fdb-bef2-4391c77db66b,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,50,aefcd177-346a-4507-ba44-a6d9bd3cd60b,- карамель,,,50,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,138,,ООО Сбер,18.25,,FALSE,b44f7a95-616b-4fdb-bef2-4391c77db66b,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,,bd68ad14-7b82-4403-b103-91aa1d2d07d7,- без корицы,,,,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,138,,ООО Сбер,,,FALSE,b44f7a95-616b-4fdb-bef2-4391c77db66b,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,380,c8455518-52f4-edf7-018f-3e5988312451,Айс Латте,,,380,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,138,,ООО Сбер,41.16,,FALSE,b44f7a95-616b-4fdb-bef2-4391c77db66b,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,190,c8455518-52f4-edf7-018f-3e598831246e,Кока-кола,,,190,e1f13eaf-d07a-47f0-ac9c-bc74272d2364,1,2025-09-01T13:17:03,NOT_DELETED,138,,ООО Сбер,63.985,,FALSE,b44f7a95-616b-4fdb-bef2-4391c77db66b,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,250,c8455518-52f4-edf7-018f-3e59883123d0,Фокачча,,,250,18a9335b-9b9b-4097-a8de-ae9165f00f6c,1,2025-09-01T13:57:26,NOT_DELETED,141,,Наличные,58.18,,FALSE,18a9335b-9b9b-4097-a8de-ae9165f00f6c,Анастасия Копоть
ИП Подмена,NOT_DELETED,3,900,c8455518-52f4-edf7-018f-3e5988312405,Грибной крем-суп,,,900,1634128b-a24f-4495-899b-bb6123f64ccc,0.5,2025-09-01T13:20:34,NOT_DELETED,142,,ИП Сбер,229.765,,FALSE,1634128b-a24f-4495-899b-bb6123f64ccc,Бричкин Иван
ИП Подмена,NOT_DELETED,2,900,c8455518-52f4-edf7-018f-3e598831240b,"Салат ""Цезарь с курицей""",,,900,1634128b-a24f-4495-899b-bb6123f64ccc,0.5,2025-09-01T13:20:34,NOT_DELETED,142,,ИП Сбер,196.88333333333333,,FALSE,1634128b-a24f-4495-899b-bb6123f64ccc,Бричкин Иван
ИП Подмена,NOT_DELETED,1,460,c8455518-52f4-edf7-018f-3e598831240f,Салат с тунцом,,,460,1634128b-a24f-4495-899b-bb6123f64ccc,0.5,2025-09-01T13:20:34,NOT_DELETED,142,,ИП Сбер,73.87142857142857,,FALSE,1634128b-a24f-4495-899b-bb6123f64ccc,Бричкин Иван
ИП Подмена,NOT_DELETED,1,150,c8455518-52f4-edf7-018f-3e5988312417,Пшеничные палочки,,,150,1634128b-a24f-4495-899b-bb6123f64ccc,0.5,2025-09-01T13:20:34,NOT_DELETED,142,,ИП Сбер,9.64,,FALSE,1634128b-a24f-4495-899b-bb6123f64ccc,Бричкин Иван
ООО ПОДМЕНА,NOT_DELETED,1,,ac9ea93e-c0e2-4279-b174-cfa734bca39e,- 3 чашки,,,,1634128b-a24f-4495-899b-bb6123f64ccc,0.5,2025-09-01T13:20:34,NOT_DELETED,143,,ООО Сбер,,,FALSE,84b6f4cc-6d89-4780-a934-da15db09980d,Бричкин Иван
ООО ПОДМЕНА,NOT_DELETED,1,360,c8455518-52f4-edf7-018f-3e5988312460,Облепиховый чай,,,360,1634128b-a24f-4495-899b-bb6123f64ccc,0.5,2025-09-01T13:20:34,NOT_DELETED,143,,ООО Сбер,81.90444444444445,,FALSE,84b6f4cc-6d89-4780-a934-da15db09980d,Бричкин Иван
ИП Подмена,NOT_DELETED,1,,5ebc74e0-1025-4211-ba1b-d284d805a718,- Грибы и ветчина,,,,853672a0-6acc-41a6-a094-cc080c1c36d0,0.5,2025-09-01T13:18:18,NOT_DELETED,145,,ИП Сбер,68.925,,FALSE,853672a0-6acc-41a6-a094-cc080c1c36d0,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,700,c8455518-52f4-edf7-018f-3e59883123d1,"Пицца ""Ассорти""",,,700,853672a0-6acc-41a6-a094-cc080c1c36d0,0.5,2025-09-01T13:18:18,NOT_DELETED,145,,ИП Сбер,,,FALSE,853672a0-6acc-41a6-a094-cc080c1c36d0,Скогорева Екатерина
ИП Подмена,NOT_DELETED,2,1120,c8455518-52f4-edf7-018f-3e59883123db,"Ролл ""Филадельфия""",,,1120,853672a0-6acc-41a6-a094-cc080c1c36d0,0.5,2025-09-01T13:18:18,NOT_DELETED,145,,ИП Сбер,500.832,,FALSE,853672a0-6acc-41a6-a094-cc080c1c36d0,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,450,c8455518-52f4-edf7-018f-3e59883123f2,Паста Карбонара,,,450,853672a0-6acc-41a6-a094-cc080c1c36d0,0.5,2025-09-01T13:18:18,NOT_DELETED,145,,ИП Сбер,92.22235294117647,,FALSE,853672a0-6acc-41a6-a094-cc080c1c36d0,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,560,c8455518-52f4-edf7-018f-3e59883123fb,Кальмар в сухарях,,,560,853672a0-6acc-41a6-a094-cc080c1c36d0,0.5,2025-09-01T13:18:18,NOT_DELETED,145,,ИП Сбер,165,,FALSE,853672a0-6acc-41a6-a094-cc080c1c36d0,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,30,d5f2a057-7828-449c-a061-b43230d8683e,- кетчуп,,,30,853672a0-6acc-41a6-a094-cc080c1c36d0,0.5,2025-09-01T13:18:18,NOT_DELETED,145,,ИП Сбер,8.455714285714286,,FALSE,853672a0-6acc-41a6-a094-cc080c1c36d0,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,,e3361f3a-aaa2-4fdc-9747-c2497fa92e85,- Пепперони,,,,853672a0-6acc-41a6-a094-cc080c1c36d0,0.5,2025-09-01T13:18:18,NOT_DELETED,145,,ИП Сбер,60.9,,FALSE,853672a0-6acc-41a6-a094-cc080c1c36d0,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,,14a928d9-b13f-4a7b-93a8-dcc5f7b9efc1,- классическое молоко 150 мл,,,,853672a0-6acc-41a6-a094-cc080c1c36d0,0.5,2025-09-01T13:18:18,NOT_DELETED,146,,ООО Сбер,33.927317073170734,,FALSE,fbaa2c56-5e9e-4c8a-897d-e767e7ab739e,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,350,c8455518-52f4-edf7-018f-3e5988312470,Единорожка,,,350,853672a0-6acc-41a6-a094-cc080c1c36d0,0.5,2025-09-01T13:18:18,NOT_DELETED,146,,ООО Сбер,74.69733333333333,,FALSE,fbaa2c56-5e9e-4c8a-897d-e767e7ab739e,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,400,c8455518-52f4-edf7-018f-3e5988312473,"Ягода-малинка, о-о-о",,,400,853672a0-6acc-41a6-a094-cc080c1c36d0,0.5,2025-09-01T13:18:18,NOT_DELETED,146,,ООО Сбер,110.13,,FALSE,fbaa2c56-5e9e-4c8a-897d-e767e7ab739e,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,,7abf6035-4d09-4474-9a2b-831cf5188229,- рис,,,,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,147,,ИП Сбер,26.463333333333335,,FALSE,a2a1bf93-5262-40bb-a820-d60bb72d996e,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,480,c8455518-52f4-edf7-018f-3e59883123f3,Паста с морепродуктами,,,480,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,147,,ИП Сбер,160.0677777777778,,FALSE,a2a1bf93-5262-40bb-a820-d60bb72d996e,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,440,c8455518-52f4-edf7-018f-3e59883123f6,Вок с курицей в соусе терияки,,,440,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,147,,ИП Сбер,53.93642857142857,,FALSE,a2a1bf93-5262-40bb-a820-d60bb72d996e,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,590,c8455518-52f4-edf7-018f-3e5988312402,Свиной стейк по-гречески,,,590,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,147,,ИП Сбер,175.59833333333333,,FALSE,a2a1bf93-5262-40bb-a820-d60bb72d996e,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,300,c8455518-52f4-edf7-018f-3e5988312405,Грибной крем-суп,,,300,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,147,,ИП Сбер,76.58833333333334,,FALSE,a2a1bf93-5262-40bb-a820-d60bb72d996e,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,300,c8455518-52f4-edf7-018f-3e5988312407,"Борщ, 350г",,,300,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,147,,ИП Сбер,24.136,,FALSE,a2a1bf93-5262-40bb-a820-d60bb72d996e,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,450,c8455518-52f4-edf7-018f-3e598831240b,"Салат ""Цезарь с курицей""",,,450,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,147,,ИП Сбер,98.44166666666666,,FALSE,a2a1bf93-5262-40bb-a820-d60bb72d996e,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,540,c8455518-52f4-edf7-018f-3e598831240e,"Салат ""Дикий Ангел""",,,540,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,147,,ИП Сбер,126.345,,FALSE,a2a1bf93-5262-40bb-a820-d60bb72d996e,Скогорева Екатерина
ИП Подмена,NOT_DELETED,1,460,c8455518-52f4-edf7-018f-3e598831240f,Салат с тунцом,,,460,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,147,,ИП Сбер,73.87142857142857,,FALSE,a2a1bf93-5262-40bb-a820-d60bb72d996e,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,,ab28e7b8-a038-400e-ad7c-3ae1dc2cb432,- 2 чашки,,,,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,148,,ООО Сбер,,,FALSE,687ffacc-8970-4ef7-922e-9df613c10ac9,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,,bd68ad14-7b82-4403-b103-91aa1d2d07d7,- без корицы,,,,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,148,,ООО Сбер,,,FALSE,687ffacc-8970-4ef7-922e-9df613c10ac9,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,,c3edffe0-40f2-4153-9903-52e7ef0fdcd1,-   без сиропа,,,,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,148,,ООО Сбер,,,FALSE,687ffacc-8970-4ef7-922e-9df613c10ac9,Скогорева Екатерина
ООО ПОДМЕНА,NOT_DELETED,1,160,c8455518-52f4-edf7-018f-3e5988312443,"Американо черный стандарт - 0,2",,,160,a2a1bf93-5262-40bb-a820-d60bb72d996e,1,2025-09-01T13:11:53,NOT_DELETED,148,,ООО Сбер,23.65,,FALSE,687ffacc-8970-4ef7-922e-9df613c10ac9,Скогорева Екатерина
